0.91524 0.82414 0.78773
0.91975 0.83137 0.78372
0.84252 0.82366 0.78990
0.85838 0.82152 0.79828
0.94145 0.83658 0.78204
0.87149 0.82217 0.79259
0.89311 0.82674 0.78395
0.87576 0.81529 0.80129
0.84322 0.80018 0.79227
0.84114 0.80704 0.80409
