Epoch	Training_Time	Train_Loss	Train_Score	Valid_Score
0	0.6891798973083496	20.292209638999058	0.6468806783767413	0.7378640776699029
1	0.55820631980896	19.89751047354478	0.6411265899454875	0.7378640776699029
2	0.5183056195576986	19.1990089233105	0.6720169594185342	0.6504854368932039
3	0.4973466992378235	18.93902873305174	0.6923076923076923	0.7354368932038835
4	0.48263230323791506	18.672921020251053	0.7035130224106602	0.7063106796116505
5	0.4718851645787557	17.842806187959816	0.7116898849182314	0.7135922330097088
6	0.4652951444898333	18.038896122804054	0.7159297395517868	0.6529126213592233
7	0.4602902829647064	18.029612999696	0.7162325863113265	0.7402912621359223
8	0.4578814771440294	16.747853334133442	0.7534827377347062	0.7742718446601942
9	0.45950043201446533	16.73874819507966	0.7450030284675954	0.7402912621359223
10	0.4580898501656272	16.597822569883785	0.7528770442156268	0.7475728155339806
11	0.47023332118988037	16.49570439870541	0.756511205330103	0.7645631067961165
12	0.480916481751662	16.1206282216769	0.7531798909751666	0.7354368932038835
13	0.49653077125549316	15.731488885787817	0.7662023016353725	0.7451456310679612
14	0.49297614097595216	15.443112299992489	0.7722592368261659	0.7621359223300971
15	0.48900358378887177	15.135719042557936	0.776801938219261	0.7694174757281553
16	0.4923989772796631	15.249878473006762	0.7798304058146578	0.779126213592233
17	0.48915643162197536	14.575601836809746	0.7940642035130224	0.7888349514563107
18	0.4867097076616789	14.25471250827496	0.7925499697153241	0.7621359223300971
19	0.48406788110733034	13.57279121875763	0.809206541490006	0.7354368932038835
20	0.48113880838666645	13.52651987167505	0.8095093882495458	0.7718446601941747
21	0.478421839800748	13.405760663060041	0.8173834039975773	0.8131067961165048
22	0.4757343686145285	12.842914608808664	0.82404603270745	0.7888349514563107
23	0.47311632831891376	12.254203026111309	0.8367655966081163	0.8009708737864077
24	0.4709875869750977	11.754296333743977	0.8419139915202908	0.7912621359223301
25	0.4687890089475192	11.194017990277363	0.8585705632949727	0.7839805825242718
26	0.4670406624122902	10.677169914429005	0.8615990308903695	0.8228155339805825
27	0.46535163266318186	9.961311312822195	0.8737129012719564	0.8155339805825242
28	0.46399132136640875	9.68663072356811	0.874924288310115	0.7912621359223301
29	0.4623496770858765	9.160271880718378	0.8827983040581466	0.8131067961165048
30	0.4610229307605374	8.416154155364403	0.8952150211992732	0.7936893203883495
31	0.4595719054341316	8.199678879517775	0.8976377952755905	0.8131067961165048
32	0.45807386167121655	7.350999793181052	0.9155057540884313	0.808252427184466
33	0.45675886378568764	6.963509652477044	0.9182313749242883	0.7888349514563107
34	0.4555271012442453	5.757142810867383	0.9327680193821926	0.7985436893203883
35	0.45452923244900173	5.102315804419609	0.9424591156874621	0.8131067961165048
36	0.4535344678002435	5.172278500520266	0.9348879466989704	0.7961165048543689
37	0.45303601967661006	4.147203209021916	0.9482132041187159	0.7936893203883495
38	0.4527905537531926	3.5142061344992657	0.9548758328285888	0.8058252427184466
39	0.45238096117973325	3.57219534035987	0.9579043004239854	0.7961165048543689
40	0.4520179585712712	2.3542196951233425	0.9739551786795881	0.7936893203883495
41	0.4524525744574411	2.2229587571838727	0.9772864930345245	0.7912621359223301
42	0.45199457989182584	2.599636112554715	0.9733494851605088	0.7912621359223301
43	0.4515466744249517	1.4852795760167423	0.985160508782556	0.7839805825242718
44	0.4510634157392714	1.1219224316569476	0.9903089036947305	0.7985436893203883
45	0.4506045268929523	1.8188914182022786	0.9848576620230164	0.808252427184466
46	0.45015709450904356	2.2747044281031075	0.9742580254391278	0.7961165048543689
-1	-1	-1	-1	-1
0	0.5112583637237549	20.592639088630676	0.6355649803089972	0.6949152542372882
1	0.4638850688934326	20.57280620932579	0.6119357770372614	0.5617433414043583
2	0.4501794179280599	19.625589178158688	0.6588912450772493	0.6513317191283293
3	0.4424581527709961	18.953326624173386	0.6746440472584065	0.6973365617433414
4	0.4394639015197754	18.745139646988648	0.697364435019691	0.7142857142857143
5	0.43904892603556317	18.4671860566506	0.7052408361102697	0.738498789346247
6	0.4373577322278704	18.228114951115387	0.7022114510754317	0.7312348668280871
7	0.4367547631263733	18.29905714897009	0.7140260527112996	0.7070217917675545
8	0.4365094237857395	17.99651544369184	0.7137231142078159	0.7360774818401937
9	0.4358717203140259	17.04638651242623	0.7412905180248409	0.7723970944309927
10	0.4381066018884832	17.144782286423904	0.7343229324447137	0.7457627118644068
11	0.43832359711329144	16.75912947838123	0.739775825507422	0.774818401937046
12	0.4399048915276161	16.8478464782238	0.7346258709481975	0.774818401937046
13	0.4430304936000279	16.3224874322231	0.7549227506816116	0.7699757869249395
14	0.44185605049133303	15.957111642910885	0.7603756437443199	0.7578692493946732
15	0.440971240401268	15.698005905518166	0.7706755528627689	0.7869249394673123
16	0.440948346081902	15.537334887454143	0.7764313844289609	0.7675544794188862
17	0.4470667839050293	15.010215099041279	0.7809754619812178	0.7917675544794189
18	0.4465537949612266	15.075794616570839	0.7752196304150257	0.7699757869249395
19	0.4490103363990784	14.579238588993366	0.7900636170857316	0.7941888619854721
20	0.4492255506061372	14.33786640717433	0.7949106331414723	0.7893462469733656
21	0.44796487418088043	13.821898760703894	0.8115722508330809	0.7869249394673123
22	0.4477195739746094	14.016154440549704	0.7952135716449561	0.801452784503632
23	0.4466857810815175	13.53989584170855	0.8012723417146319	0.7917675544794189
24	0.445576114654541	13.22839525857797	0.8067252347773401	0.8232445520581114
25	0.4454610256048349	12.749679962602945	0.8161163283853378	0.8111380145278451
