Epoch	Training_Time	Train_Loss	Train_Score	Valid_Score
0	144.00652480125427	3.006047255571095	0	0.06873523646105492
1	129.98523795604706	2.703452072373896	0	0.09497256893277403
2	124.6561017036438	2.5042518384782704	0	0.11650072814117166
3	122.67791080474854	2.3352074338920144	0	0.1274519403743228
4	121.43297953605652	2.1860860381625975	0	0.12907990681361414
5	120.48933466275533	2.053670710347677	0	0.13682952086116393
6	119.86171848433358	1.9374716102029927	0	0.1326106151959682
7	119.45383566617966	1.8388937048361622	0	0.1377481923587897
8	119.04816812939114	1.7603978789884742	0	0.14076310535529538
9	118.82661938667297	1.6809307338676907	0	0.1435258982153841
10	118.5641425522891	1.6152911580715754	0	0.14160145270282448
11	118.35885192950566	1.5592372791755154	0	0.1429811738178307
12	118.22748884787926	1.474777039612551	0	0.14478972352925984
13	118.0609963621412	1.4578783298974654	0	0.1391866593229612
14	117.97123390833536	1.3623811726737651	0	0.13769991312393906
15	117.84511847794056	1.317402672419883	0	0.135670646281156
16	117.78764319419861	1.2688031035242895	0	0.13943681335100014
17	117.68570627106561	1.2277593466837702	0	0.13626937772750106
18	117.64311422799763	1.1821942558626608	0	0.13588665380092824
19	117.55203827619553	1.1660628053108453	0	0.13638277131944135
20	117.48216361091251	1.1036633274972514	0	0.1342882879587968
21	117.45393353158778	1.070064765128916	0	0.13325300918323665
22	117.39798945965974	1.038035819846833	0	0.12995537111547104
23	117.36671199401219	1.0066980387141444	0	0.12732366998484365
24	117.3052746963501	0.9751442910325123	0	0.12782972604377696
-1	-1	-1	-1	-1
0	127.73162603378296	2.9109478329625005	0	0.0919820643338196
1	120.83975434303284	2.5439835433080473	0	0.12221176193214586
2	118.27042508125305	2.3310326897215514	0	0.13050501066234949
3	117.01159769296646	2.165343175344216	0	0.13244789035646728
4	116.37029004096985	2.0248896748089282	0	0.13870631542761971
5	115.94074996312459	1.9107524131143108	0	0.1471679049208961
6	115.50294729641506	1.7987939314905044	0	0.146032591290513
7	115.27953568100929	1.710657671897893	0	0.14019456679534692
8	115.02862177954779	1.6342138216516453	0	0.14557293835682758
9	114.90559196472168	1.5623017624301025	0	0.1476695318238904
10	114.733581607992	1.5026032885389315	0	0.14310085686471713
11	114.65124970674515	1.511185726003635	0	0.1489929757318108
12	114.5201709820674	1.4166288102884663	0	0.14689959789666146
13	114.41777329785484	1.3136508705998904	0	0.1452682090715136
14	114.38753498395285	1.2712138212160902	0	0.14027263221942626
15	114.31148064136505	1.228590257587367	0	0.14041350146447223
16	114.29046381221099	1.1736521249171932	0	0.14001285659259977
17	114.21800835927327	1.1315753670079796	0	0.13720742961002416
18	114.20476752833316	1.088584324422116	0	0.13790361659494324
19	114.13973977565766	1.0707159896417424	0	0.1358320943542489
20	114.12705471402123	1.0578415354005666	0	0.13441293747863411
21	114.07288351925936	0.9743396811458368	0	0.13251927811466752
22	114.05257703946984	0.9639726636961682	0	0.13257753918664644
23	114.00721754630406	0.9133665167178533	0	0.13152056073342833
24	114.00400273323059	0.8863735024909603	0	0.1301083636820149
-1	-1	-1	-1	-1
0	124.15986490249634	2.878059198222166	0	0.09940570816891103
1	119.02726030349731	2.4982525478567053	0	0.12623459407655402
2	117.08880710601807	2.2815212436123207	0	0.13310102508945476
3	116.27638983726501	2.118194537749105	0	0.14434079966577662
4	115.67796502113342	1.9845111476657082	0	0.14101029769391077
5	115.35779718557994	1.8657058143107177	0	0.14272497576393794
6	115.06256828989301	1.7776019385872102	0	0.14896691987019375
7	114.92118844389915	1.6885965980654827	0	0.14480053384159972
8	114.72394975026448	1.6004664052834026	0	0.14554318914006864
9	114.62799050807953	1.5476671414662484	0	0.14515219310985625
10	114.47208142280579	1.4765409507147191	0	0.14459173279132082
11	114.39043515920639	1.4086521593211137	0	0.14781225625990493
12	114.27186195666974	1.3521796253648874	0	0.14485569700979264
13	114.22674592903682	1.3031553016365547	0	0.1408580890896708
14	114.14604514439901	1.2386690192158278	0	0.14340613830467888
15	114.2612306624651	1.184207476965307	0	0.14004676083389322
