Epoch	Training_Time	Train_Loss	Train_Score	Valid_Score
0	64.28394269943237	0.046508852749589456	0.09256517647145161	0.15958952147232897
1	55.238359689712524	0.04225516597821307	0.14847230851833207	0.18786249718063378
2	52.292469104131065	0.03907277048453199	0.19923658883334383	0.19514138362698238
3	50.77197653055191	0.037520228617758625	0.23446577045800832	0.19720403204714193
4	50.07251152992249	0.035924190259419536	0.266169631497535	0.2180653140576275
5	49.41670576731364	0.034833574563487985	0.29069063854926425	0.2219850122509236
6	48.97641968727112	0.03383671494583151	0.31782402502950774	0.229151822632944
7	48.643199384212494	0.032962933122850493	0.3380328453975774	0.23170710817765944
8	48.391820934083725	0.032152060811850736	0.35761978149121626	0.23379801940494493
9	48.28364012241364	0.03146638446252785	0.376811767462117	0.2364545403799716
10	48.09105764735829	0.03082576763548822	0.39268897078063403	0.23996981043418378
11	47.93020159006119	0.030058310974669596	0.4134576755389684	0.24211467934647166
12	47.79938220977783	0.029301093838710292	0.43109509461439893	0.25039012546580947
13	47.701254282678875	0.028654069416265773	0.4473047368120208	0.2414586496136985
14	47.62891939481099	0.027996575889783763	0.4659554280036762	0.2432051313785595
15	47.537328124046326	0.02741071599426117	0.48297894736795033	0.24033590676270725
16	47.45127121139975	0.026824931174630966	0.49570832588978814	0.23785677415541584
17	47.37861454486847	0.026263112185109294	0.5113813535325928	0.2385781776800301
18	47.310008776815316	0.025745042568444117	0.5257835494038965	0.23866544683363175
19	47.28782920837402	0.025237973170236593	0.5421532757601684	0.2373277680658545
20	47.22830489703587	0.024789561791014852	0.5506297786040619	0.23786496119920844
21	47.18363034725189	0.024331156231756843	0.5653131282055393	0.23696672797710677
22	47.1323473971823	0.023913074173563868	0.5761448656839044	0.23146980144294785
23	47.09724751114845	0.023488779465203263	0.5862083324084756	0.23251460925654208
24	47.08334758758545	0.023085913631433745	0.5982792689330821	0.23385689967709697
25	47.05360951790443	0.022704041061427652	0.6080745368579862	0.23154049759746528
26	47.03477261684559	0.022339939237065433	0.6196782666056151	0.22898901771813437
27	47.009340388434275	0.02200084844797338	0.6265651759653152	0.22978094329036872
-1	-1	-1	-1	-1
0	54.966875076293945	0.04648582469005277	0.09119342408217022	0.1382893719602653
1	50.62448978424072	0.04209405771940348	0.15098438507898024	0.1811575517173941
2	49.325950940450035	0.03925468188209134	0.19434342076272357	0.19418295324262644
3	48.55097883939743	0.03749745980468412	0.23193883831656803	0.21203768575304707
4	48.11880559921265	0.0360494207677896	0.2631283291474588	0.22314239433312333
5	47.812225898106895	0.03482939213530655	0.2920081205135996	0.22769176126099194
6	47.624918052128386	0.033803887632617644	0.31286660345599676	0.23835407039928339
7	47.516458719968796	0.03299209109314978	0.3318328917917258	0.23886925175207552
8	47.405683782365585	0.032211391374991266	0.3529409706352651	0.23102635588327702
9	47.280010437965394	0.03151103191845081	0.3711285806050905	0.24189798005109348
10	47.19148952310736	0.030835608185056006	0.3869947658638616	0.23949092939731717
11	47.09739464521408	0.030173777371993286	0.4052061778939515	0.24435676460112837
12	47.041944815562324	0.02939994890212882	0.42654674450162194	0.24392733044441625
13	47.00941479206085	0.028705239367390348	0.44306331821755435	0.24111941137158877
14	46.967298873265584	0.028062576779767794	0.4606004105384799	0.24649635205996312
15	46.942876547575	0.027459742321780427	0.4768674706381217	0.2504869184177997
16	46.90675515287063	0.02686635047024547	0.4934154326609106	0.24639882428791993
17	46.88858433564504	0.026325536946921867	0.5073410284975949	0.24806715861033893
